OBJECTID,County,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment,Year
19992,MINERAL,Child Care/Preschool,HepB,Nonmedical Exemption,4.5,22,2022/2023
19993,MINERAL,Child Care/Preschool,Varicella,Incomplete Record,0,22,2022/2023
19994,MINERAL,Child Care/Preschool,HepB,Incomplete Record,0,19,2024/2025
19995,MINERAL,Kindergarten,Polio,Nonmedical Exemption,0,6,2024/2025
19996,MINERAL,School,HepB,Medical Exemption,0,92,2024/2025
19997,MINERAL,School,Polio,Nonmedical Exemption,0,92,2024/2025
19998,MINERAL,Child Care/Preschool,Polio,Nonmedical Exemption,0,16,2025/2026
19999,MINERAL,Kindergarten,DTaP,Nonmedical Exemption,0,8,2025/2026
20000,MOFFAT,School,MMR,Incomplete Record,2,1982,2017/2018
20001,MOFFAT,Child Care/Preschool,Hib,No Record,0,61,2018/2019
20002,MOFFAT,Child Care/Preschool,Varicella,Incomplete Record,0,177,2019/2020
20003,MOFFAT,Kindergarten,DTaP,No Record,0,142,2020/2021
20004,MOFFAT,Child Care/Preschool,Polio,No Record,0,175,2021/2022
20005,MOFFAT,Child Care/Preschool,Varicella,Nonmedical Exemption,4.6,175,2021/2022
20006,MOFFAT,Kindergarten,MMR,Fully Immunized,93.9,148,2021/2022
20007,MOFFAT,Child Care/Preschool,MMR,Fully Immunized,95,201,2022/2023
20008,MOFFAT,Child Care/Preschool,Polio,In Process,1,201,2022/2023
20009,MOFFAT,Kindergarten,Polio,Nonmedical Exemption,2.4,42,2022/2023
20010,MOFFAT,Kindergarten,Varicella,In Process,2.4,42,2022/2023
20011,MOFFAT,School,MMR,No Record,0,756,2022/2023
20012,MOFFAT,School,Tdap,In Process,1.8,453,2022/2023
20013,MOFFAT,Child Care/Preschool,DTaP,In Process,0,281,2023/2024
20014,MOFFAT,Child Care/Preschool,HepB,Incomplete Record,0,281,2023/2024
20015,MOFFAT,Child Care/Preschool,Hib,Fully Immunized,96.1,281,2023/2024
20016,MOFFAT,Kindergarten,HepB,Incomplete Record,0,138,2023/2024
20017,MOFFAT,Kindergarten,Varicella,Nonmedical Exemption,6.5,138,2023/2024
20018,MOFFAT,Child Care/Preschool,Hib,Incomplete Record,0,269,2025/2026
20019,MOFFAT,Kindergarten,,Summary Compliant,100,98,2025/2026
20020,MOFFAT,Kindergarten,Polio,Medical Exemption,0,98,2025/2026
20021,MONTEZUMA,Child Care/Preschool,DTaP,Fully Immunized,92.1,302,2018/2019
20022,MONTEZUMA,Child Care/Preschool,MMR,Fully Immunized,91.5,375,2019/2020
20023,MONTEZUMA,Kindergarten,Polio,No Record,0,286,2019/2020
20024,MONTEZUMA,Child Care/Preschool,HepB,Medical Exemption,0.4,277,2020/2021
20025,MONTEZUMA,Child Care/Preschool,MMR,Medical Exemption,0.4,277,2020/2021
20026,MONTEZUMA,Kindergarten,,Summary Compliant,97.3,264,2020/2021
20027,MONTEZUMA,School,Polio,Nonmedical Exemption,5.7,3583,2020/2021
20028,MONTEZUMA,Child Care/Preschool,MMR,No Record,2.7,298,2021/2022
20029,MONTEZUMA,Kindergarten,HepB,No Record,3,235,2021/2022
20030,MONTEZUMA,School,Varicella,In Process,0.1,3646,2021/2022
20031,MONTEZUMA,Child Care/Preschool,MMR,Nonmedical Exemption,3.5,288,2022/2023
20032,MONTEZUMA,Child Care/Preschool,Polio,Medical Exemption,1.4,288,2022/2023
20033,MONTEZUMA,Kindergarten,DTaP,No Record,2.3,216,2022/2023
20034,MONTEZUMA,Child Care/Preschool,HepB,Medical Exemption,0,273,2023/2024
20035,MONTEZUMA,Child Care/Preschool,PCV,Fully Immunized,89.7,273,2023/2024
20036,MONTEZUMA,Kindergarten,Varicella,In Process,0.4,260,2023/2024
20037,MONTEZUMA,Child Care/Preschool,MMR,Fully Immunized,83.5,284,2024/2025
20038,MONTEZUMA,Kindergarten,DTaP,Fully Immunized,82.9,222,2024/2025
20039,MONTEZUMA,School,HepB,In Process,0.2,3466,2024/2025
20040,MONTEZUMA,School,HepB,Nonmedical Exemption,8.7,3466,2024/2025
20041,MONTEZUMA,School,MMR,Fully Immunized,90.6,3466,2024/2025
20042,MONTEZUMA,School,Tdap,Fully Immunized,90.8,1891,2024/2025
20043,MONTEZUMA,Kindergarten,Polio,Nonmedical Exemption,11.3,222,2025/2026
20044,MONTROSE,Child Care/Preschool,HepB,In Process,3.1,385,2017/2018
20045,MONTROSE,Child Care/Preschool,PCV,Medical Exemption,0,385,2017/2018
20046,MONTROSE,Kindergarten,MMR,Fully Immunized,88.1,454,2018/2019
20047,MONTROSE,School,DTaP,Incomplete Record,0.7,6219,2019/2020
20048,MONTROSE,School,Tdap,Incomplete Record,0.9,3487,2019/2020
20049,MONTROSE,Child Care/Preschool,HepB,In Process,0.2,431,2020/2021
20050,MONTROSE,School,MMR,Medical Exemption,0.3,5994,2020/2021
20051,MONTROSE,Kindergarten,Varicella,Medical Exemption,0.4,479,2021/2022
20052,MONTROSE,School,MMR,Medical Exemption,0.2,6313,2021/2022
20053,MONTROSE,School,Tdap,In Process,0,3539,2021/2022
20054,MONTROSE,Child Care/Preschool,Hib,Fully Immunized,90.8,544,2022/2023
20055,MONTROSE,Child Care/Preschool,HepB,Medical Exemption,0,596,2024/2025
20056,MONTROSE,Child Care/Preschool,PCV,Fully Immunized,89.9,596,2024/2025
20057,MONTROSE,School,HepB,In Process,0.4,5725,2024/2025
20058,MONTROSE,Child Care/Preschool,HepB,No Record,0.2,554,2025/2026
20059,MONTROSE,Child Care/Preschool,MMR,No Record,0.2,554,2025/2026
20060,MONTROSE,Child Care/Preschool,PCV,Fully Immunized,84.3,554,2025/2026
20061,MONTROSE,Kindergarten,DTaP,Medical Exemption,0,427,2025/2026
20062,MONTROSE,Kindergarten,Polio,Medical Exemption,0,427,2025/2026
20063,MONTROSE,School,DTaP,Incomplete Record,0.9,5957,2025/2026
20064,MORGAN,Child Care/Preschool,Hib,Nonmedical Exemption,0.6,470,2017/2018
20065,MORGAN,Child Care/Preschool,MMR,Medical Exemption,0,470,2017/2018
20066,MORGAN,School,MMR,Medical Exemption,0.1,5061,2017/2018
20067,MORGAN,School,MMR,Nonmedical Exemption,1.3,5061,2017/2018
20068,MORGAN,Child Care/Preschool,Varicella,No Record,0.7,412,2018/2019
20069,MORGAN,Kindergarten,Polio,Fully Immunized,95.1,672,2019/2020
20070,MORGAN,Kindergarten,Polio,No Record,0,383,2020/2021
20071,MORGAN,Child Care/Preschool,HepB,Incomplete Record,0.4,514,2021/2022
20072,MORGAN,Kindergarten,HepB,No Record,0,435,2021/2022
20073,MORGAN,Kindergarten,Varicella,Fully Immunized,89.9,435,2021/2022
20074,MORGAN,Child Care/Preschool,MMR,Nonmedical Exemption,1.4,632,2022/2023
20075,MORGAN,Kindergarten,Varicella,In Process,1,413,2022/2023
20076,MORGAN,Kindergarten,Varicella,No Record,1.5,413,2022/2023
20077,MORGAN,Kindergarten,HepB,Incomplete Record,2.1,437,2023/2024
20078,MORGAN,Kindergarten,MMR,Medical Exemption,0.2,437,2023/2024
20079,MORGAN,Kindergarten,Polio,Nonmedical Exemption,2.7,437,2023/2024
20080,MORGAN,School,Polio,Nonmedical Exemption,1.5,4653,2023/2024
20081,MORGAN,Kindergarten,MMR,Nonmedical Exemption,3.1,389,2024/2025
20082,MORGAN,Kindergarten,,Summary Compliant,94.8,503,2025/2026
20083,MORGAN,Kindergarten,Varicella,Incomplete Record,4.2,503,2025/2026
20084,MORGAN,School,MMR,No Record,0.4,5111,2025/2026
20085,OTERO,Child Care/Preschool,MMR,Nonmedical Exemption,0.5,408,2017/2018
20086,OTERO,Child Care/Preschool,Hib,In Process,1,294,2018/2019
20087,OTERO,Child Care/Preschool,Polio,No Record,0,294,2018/2019
20088,OTERO,Child Care/Preschool,Varicella,No Record,0,294,2018/2019
20089,OTERO,Kindergarten,DTaP,Incomplete Record,2.8,179,2018/2019
20090,OTERO,School,MMR,Medical Exemption,0,2539,2018/2019
20091,OTERO,School,Polio,In Process,0.2,2539,2018/2019
20092,OTERO,Kindergarten,,Summary Compliant,95.5,245,2019/2020
20093,OTERO,Kindergarten,Varicella,No Record,0,243,2021/2022
20094,OTERO,Child Care/Preschool,HepB,Fully Immunized,97.1,315,2022/2023
20095,OTERO,Child Care/Preschool,HepB,Nonmedical Exemption,1.9,315,2022/2023
20096,OTERO,Child Care/Preschool,Polio,No Record,0,315,2022/2023
20097,OTERO,Child Care/Preschool,Polio,Nonmedical Exemption,1.9,315,2022/2023
20098,OTERO,Child Care/Preschool,DTaP,In Process,3.3,275,2023/2024
20099,OTERO,School,Varicella,In Process,0.2,2844,2023/2024
20100,OTERO,School,,Summary Compliant,18,1590,2024/2025
20101,OTERO,School,Tdap,Incomplete Record,0.8,870,2024/2025
20102,OTERO,Child Care/Preschool,DTaP,Incomplete Record,0.3,330,2025/2026
20103,OTERO,Child Care/Preschool,Polio,Medical Exemption,0,330,2025/2026
20104,OTERO,Kindergarten,DTaP,In Process,2.1,190,2025/2026
20105,OTERO,Kindergarten,HepB,Medical Exemption,0,190,2025/2026
20106,OTERO,School,HepB,Nonmedical Exemption,1.8,2747,2025/2026
20107,OURAY,Kindergarten,MMR,No Record,0,36,2017/2018
20108,OURAY,Kindergarten,Polio,Medical Exemption,0,36,2017/2018
20109,OURAY,Child Care/Preschool,DTaP,Medical Exemption,2.3,43,2018/2019
20110,OURAY,Kindergarten,HepB,Nonmedical Exemption,10.3,58,2018/2019
20111,OURAY,Kindergarten,Varicella,Incomplete Record,0,62,2019/2020
20112,OURAY,Child Care/Preschool,Hib,Incomplete Record,0,21,2020/2021
20113,OURAY,Kindergarten,MMR,No Record,0,35,2021/2022
20114,OURAY,School,MMR,Incomplete Record,0.2,477,2021/2022
20115,OURAY,Kindergarten,MMR,Incomplete Record,0,32,2022/2023
20116,OURAY,Kindergarten,Varicella,In Process,0,32,2022/2023
20117,OURAY,School,Varicella,Incomplete Record,0.8,473,2022/2023
20118,OURAY,Kindergarten,MMR,Fully Immunized,83.3,24,2023/2024
20119,OURAY,Child Care/Preschool,Hib,Fully Immunized,83.7,49,2024/2025
20120,OURAY,Kindergarten,HepB,Incomplete Record,0,26,2024/2025
20121,OURAY,Kindergarten,HepB,Nonmedical Exemption,3.8,26,2024/2025
20122,OURAY,School,MMR,Incomplete Record,0.2,443,2025/2026
20123,PARK,Child Care/Preschool,PCV,Medical Exemption,0,162,2018/2019
20124,PARK,Kindergarten,HepB,In Process,0.8,122,2018/2019
20125,PARK,Child Care/Preschool,Varicella,In Process,0,156,2019/2020
20126,PARK,School,Tdap,Nonmedical Exemption,3.6,731,2019/2020
20127,PARK,Child Care/Preschool,DTaP,No Record,11.8,110,2020/2021
20128,PARK,Child Care/Preschool,Hib,Medical Exemption,0,110,2020/2021
20129,PARK,Kindergarten,DTaP,Fully Immunized,89.8,108,2020/2021
20130,PARK,Kindergarten,Polio,Incomplete Record,1.9,108,2020/2021
20131,PARK,School,MMR,Nonmedical Exemption,6,1253,2020/2021
20132,PARK,Kindergarten,DTaP,Medical Exemption,0,80,2021/2022
20133,PARK,School,DTaP,No Record,0.5,1152,2021/2022
20134,PARK,Child Care/Preschool,Polio,In Process,0,139,2022/2023
20135,PARK,Kindergarten,HepB,Medical Exemption,0,99,2022/2023
20136,PARK,Child Care/Preschool,DTaP,Medical Exemption,0,109,2024/2025
20137,PARK,Kindergarten,HepB,Fully Immunized,89.4,85,2024/2025
20138,PARK,Child Care/Preschool,DTaP,Incomplete Record,1.5,136,2025/2026
20139,PHILLIPS,Child Care/Preschool,DTaP,No Record,0,172,2017/2018
20140,PHILLIPS,Child Care/Preschool,HepB,Nonmedical Exemption,0.6,172,2017/2018
20141,PHILLIPS,School,Tdap,Incomplete Record,21.1,299,2018/2019
20142,PHILLIPS,Child Care/Preschool,Varicella,In Process,0.6,159,2019/2020
20143,PHILLIPS,School,MMR,Incomplete Record,2.7,887,2019/2020
20144,PHILLIPS,Child Care/Preschool,DTaP,In Process,1.3,156,2020/2021
20145,PHILLIPS,Child Care/Preschool,HepB,Incomplete Record,0,156,2020/2021
20146,PHILLIPS,Kindergarten,DTaP,Nonmedical Exemption,2.6,39,2020/2021
20147,PHILLIPS,Kindergarten,MMR,Incomplete Record,15.4,39,2020/2021
20148,PHILLIPS,School,,Summary Compliant,83.4,867,2021/2022
20149,PHILLIPS,School,Polio,In Process,1.6,867,2021/2022
20150,PHILLIPS,Child Care/Preschool,Polio,Fully Immunized,96.7,91,2022/2023
20151,PHILLIPS,Child Care/Preschool,Varicella,In Process,0,91,2022/2023
20152,PHILLIPS,Child Care/Preschool,MMR,Nonmedical Exemption,3.5,86,2023/2024
20153,PHILLIPS,Child Care/Preschool,MMR,Fully Immunized,94.9,98,2024/2025
20154,PHILLIPS,Kindergarten,Varicella,Medical Exemption,0,51,2024/2025
20155,PHILLIPS,School,Varicella,No Record,1.5,788,2024/2025
20156,PHILLIPS,Child Care/Preschool,DTaP,Medical Exemption,0.9,106,2025/2026
20157,PHILLIPS,Child Care/Preschool,DTaP,Nonmedical Exemption,3.8,106,2025/2026
20158,PHILLIPS,School,Tdap,In Process,0,449,2025/2026
20159,PHILLIPS,School,Varicella,Medical Exemption,0,792,2025/2026
20160,PITKIN,Kindergarten,,Summary Compliant,98.5,132,2017/2018
20161,PITKIN,School,HepB,Incomplete Record,0.1,1890,2017/2018
20162,PITKIN,School,Varicella,No Record,0,1890,2017/2018
20163,PITKIN,Child Care/Preschool,Varicella,No Record,0,385,2018/2019
20164,PITKIN,School,MMR,In Process,0,1189,2018/2019
20165,PITKIN,Child Care/Preschool,DTaP,Fully Immunized,96.5,404,2020/2021
20166,PITKIN,School,DTaP,Incomplete Record,0.1,1692,2020/2021
20167,PITKIN,School,DTaP,Medical Exemption,0.2,1692,2020/2021
20168,PITKIN,Child Care/Preschool,HepB,Medical Exemption,0,409,2022/2023
20169,PITKIN,Child Care/Preschool,MMR,In Process,0,409,2022/2023
20170,PITKIN,Kindergarten,Varicella,Medical Exemption,0,122,2022/2023
20171,PITKIN,Child Care/Preschool,MMR,No Record,0,472,2023/2024
20172,PITKIN,School,MMR,Fully Immunized,94.3,1796,2023/2024
20173,PITKIN,Kindergarten,,Summary Compliant,99.2,125,2024/2025
20174,PITKIN,Child Care/Preschool,Polio,Medical Exemption,0.3,376,2025/2026
20175,PITKIN,Child Care/Preschool,Varicella,Fully Immunized,91,376,2025/2026
20176,PITKIN,School,MMR,Medical Exemption,0.1,1772,2025/2026
20177,PROWERS,Child Care/Preschool,HepB,Nonmedical Exemption,0.8,360,2017/2018
20178,PROWERS,Child Care/Preschool,Hib,Incomplete Record,0.8,374,2018/2019
20179,PROWERS,Kindergarten,Varicella,No Record,0,158,2018/2019
20180,PROWERS,Kindergarten,Varicella,Nonmedical Exemption,1.9,158,2018/2019
20181,PROWERS,Child Care/Preschool,Varicella,No Record,0,393,2019/2020
20182,PROWERS,Kindergarten,DTaP,Fully Immunized,96.7,151,2019/2020
20183,PROWERS,School,DTaP,No Record,0,2121,2019/2020
20184,PROWERS,School,Polio,Fully Immunized,98.8,2121,2019/2020
20185,PROWERS,School,Polio,Medical Exemption,0,2098,2020/2021
20186,PROWERS,School,Varicella,Incomplete Record,0.1,2098,2020/2021
20187,PROWERS,School,Varicella,In Process,0.3,2240,2021/2022
20188,PROWERS,Child Care/Preschool,Varicella,In Process,0,302,2022/2023
20189,PROWERS,School,HepB,Medical Exemption,0,2208,2022/2023
20190,PROWERS,Kindergarten,HepB,Incomplete Record,0,175,2023/2024
20191,PROWERS,School,MMR,No Record,0,1998,2024/2025
20192,PROWERS,Kindergarten,HepB,Fully Immunized,96.5,141,2025/2026
20193,PUEBLO,Child Care/Preschool,Hib,In Process,1,2614,2017/2018
20194,PUEBLO,Kindergarten,HepB,Fully Immunized,93.5,1966,2017/2018
20195,PUEBLO,School,Polio,In Process,0.1,25620,2017/2018
20196,PUEBLO,School,Polio,Medical Exemption,0.2,25620,2017/2018
20197,PUEBLO,Child Care/Preschool,DTaP,Incomplete Record,2,2432,2019/2020
20198,PUEBLO,Child Care/Preschool,HepB,Fully Immunized,95.7,2432,2019/2020
20199,PUEBLO,Kindergarten,Varicella,Nonmedical Exemption,2.6,2023,2019/2020
20200,PUEBLO,Child Care/Preschool,DTaP,Incomplete Record,2.9,1571,2020/2021
20201,PUEBLO,Child Care/Preschool,MMR,Nonmedical Exemption,1.9,1571,2020/2021
20202,PUEBLO,Child Care/Preschool,Varicella,No Record,0.6,1571,2020/2021
20203,PUEBLO,Kindergarten,MMR,Medical Exemption,0.2,1800,2020/2021
20204,PUEBLO,Kindergarten,Polio,Incomplete Record,8.6,1800,2020/2021
20205,PUEBLO,Kindergarten,Varicella,Fully Immunized,86.9,1800,2020/2021
20206,PUEBLO,Child Care/Preschool,Varicella,Incomplete Record,0.3,1514,2021/2022
20207,PUEBLO,School,COVID,Incomplete Record,0,24763,2021/2022
20208,PUEBLO,School,Polio,Nonmedical Exemption,1,24763,2021/2022
20209,PUEBLO,Child Care/Preschool,Polio,Fully Immunized,90.8,1609,2022/2023
20210,PUEBLO,School,HepB,Fully Immunized,95.6,24758,2022/2023
20211,PUEBLO,Child Care/Preschool,Hib,In Process,0.4,1369,2023/2024
20212,PUEBLO,Child Care/Preschool,MMR,In Process,0.2,1369,2023/2024
20213,PUEBLO,Kindergarten,DTaP,Fully Immunized,85.6,1569,2024/2025
20214,PUEBLO,Kindergarten,Varicella,Nonmedical Exemption,2.3,1619,2025/2026
20215,PUEBLO,School,Varicella,Medical Exemption,0.1,23296,2025/2026
20216,RIO BLANCO,Child Care/Preschool,Hib,Nonmedical Exemption,3.9,77,2017/2018
20217,RIO BLANCO,Child Care/Preschool,MMR,Medical Exemption,0,77,2017/2018
20218,RIO BLANCO,Child Care/Preschool,Hib,Fully Immunized,95.5,89,2018/2019
20219,RIO BLANCO,Child Care/Preschool,PCV,Incomplete Record,0,89,2018/2019
20220,RIO BLANCO,Kindergarten,DTaP,Fully Immunized,92,87,2019/2020
20221,RIO BLANCO,Kindergarten,Polio,Incomplete Record,3.4,88,2020/2021
20222,RIO BLANCO,Child Care/Preschool,Hib,Medical Exemption,0,80,2021/2022
20223,RIO BLANCO,Child Care/Preschool,PCV,No Record,0,80,2021/2022
20224,RIO BLANCO,School,Tdap,No Record,0,659,2021/2022
20225,RIO BLANCO,Child Care/Preschool,HepB,Medical Exemption,0,112,2022/2023
20226,RIO BLANCO,Child Care/Preschool,Hib,Nonmedical Exemption,7.1,112,2022/2023
20227,RIO BLANCO,Kindergarten,HepB,Fully Immunized,92.6,68,2022/2023
20228,RIO BLANCO,School,Tdap,Nonmedical Exemption,5,663,2022/2023
20229,RIO BLANCO,Child Care/Preschool,Hib,In Process,0,88,2023/2024
20230,RIO BLANCO,Child Care/Preschool,Hib,No Record,0,88,2023/2024
20231,RIO BLANCO,Kindergarten,HepB,Fully Immunized,90.2,82,2023/2024
20232,RIO BLANCO,Kindergarten,DTaP,No Record,0,59,2024/2025
20233,RIO BLANCO,School,,Summary Compliant,98.9,1114,2024/2025
20234,RIO BLANCO,Child Care/Preschool,MMR,Medical Exemption,0,115,2025/2026
20235,RIO BLANCO,School,,Summary Compliant,98.9,1040,2025/2026
20236,RIO GRANDE,Child Care/Preschool,Polio,Medical Exemption,0.5,207,2017/2018
20237,RIO GRANDE,School,MMR,Medical Exemption,0.1,1939,2017/2018
20238,RIO GRANDE,School,MMR,Nonmedical Exemption,1.4,1939,2017/2018
20239,RIO GRANDE,Child Care/Preschool,HepB,In Process,4.1,193,2018/2019
20240,RIO GRANDE,Child Care/Preschool,Polio,Incomplete Record,6.7,223,2019/2020
20241,RIO GRANDE,Kindergarten,HepB,Incomplete Record,1.1,189,2019/2020
20242,RIO GRANDE,Child Care/Preschool,DTaP,Medical Exemption,0,105,2020/2021
20243,RIO GRANDE,School,DTaP,Nonmedical Exemption,1.6,1627,2020/2021
20244,RIO GRANDE,Child Care/Preschool,DTaP,Medical Exemption,0,175,2021/2022
20245,RIO GRANDE,Child Care/Preschool,Varicella,No Record,0,175,2021/2022
20246,RIO GRANDE,School,Polio,No Record,0.2,1673,2021/2022
20247,RIO GRANDE,School,Varicella,Nonmedical Exemption,1.7,1673,2021/2022
20248,RIO GRANDE,Kindergarten,DTaP,Nonmedical Exemption,2.6,116,2022/2023
20249,RIO GRANDE,School,MMR,Fully Immunized,97.4,1621,2022/2023
20250,RIO GRANDE,Child Care/Preschool,Polio,In Process,0,134,2023/2024
20251,RIO GRANDE,Child Care/Preschool,Varicella,Medical Exemption,0,134,2023/2024
20252,RIO GRANDE,School,HepB,Medical Exemption,0.1,1631,2023/2024
20253,RIO GRANDE,Child Care/Preschool,HepB,Nonmedical Exemption,5.8,189,2024/2025
20254,RIO GRANDE,Child Care/Preschool,Hib,Fully Immunized,90.5,189,2024/2025
20255,RIO GRANDE,School,DTaP,No Record,0.1,1551,2024/2025
20256,ROUTT,Child Care/Preschool,Polio,No Record,0.7,458,2017/2018
20257,ROUTT,Kindergarten,HepB,No Record,0,238,2017/2018
20258,ROUTT,Child Care/Preschool,DTaP,Medical Exemption,0.9,443,2018/2019
20259,ROUTT,Kindergarten,MMR,Fully Immunized,88.4,224,2018/2019
20260,ROUTT,School,DTaP,Incomplete Record,0,3526,2018/2019
20261,ROUTT,Child Care/Preschool,Polio,In Process,1.5,343,2019/2020
20262,ROUTT,School,,Summary Compliant,99.5,3514,2019/2020
20263,ROUTT,Child Care/Preschool,MMR,Medical Exemption,0.2,428,2020/2021
20264,ROUTT,Child Care/Preschool,Polio,No Record,0,428,2020/2021
20265,ROUTT,School,MMR,Incomplete Record,0.1,3482,2020/2021
20266,ROUTT,Child Care/Preschool,MMR,No Record,0,400,2021/2022
20267,ROUTT,Child Care/Preschool,PCV,Incomplete Record,0.3,400,2021/2022
20268,ROUTT,Child Care/Preschool,Varicella,Nonmedical Exemption,3.5,400,2021/2022
20269,ROUTT,Kindergarten,HepB,Fully Immunized,93.9,278,2021/2022
20270,ROUTT,Kindergarten,HepB,Medical Exemption,0,278,2021/2022
20271,ROUTT,School,DTaP,Nonmedical Exemption,3.9,3601,2021/2022
20272,ROUTT,Child Care/Preschool,DTaP,Incomplete Record,0,412,2022/2023
20273,ROUTT,Child Care/Preschool,DTaP,Medical Exemption,0,412,2022/2023
20274,ROUTT,School,Varicella,In Process,0.4,3655,2022/2023
20275,ROUTT,Child Care/Preschool,MMR,Incomplete Record,0,396,2023/2024
20276,ROUTT,Kindergarten,DTaP,Incomplete Record,0,173,2023/2024
20277,ROUTT,Kindergarten,Varicella,Nonmedical Exemption,4,173,2023/2024
20278,ROUTT,School,Tdap,No Record,0.1,1989,2023/2024
20279,ROUTT,Child Care/Preschool,Varicella,Medical Exemption,0.2,460,2024/2025
20280,ROUTT,School,MMR,Medical Exemption,0.3,3461,2024/2025
20281,ROUTT,Child Care/Preschool,Hib,Medical Exemption,1.2,322,2025/2026
20282,ROUTT,Kindergarten,Polio,Nonmedical Exemption,9.3,216,2025/2026
20283,SAGUACHE,Kindergarten,MMR,No Record,0,79,2017/2018
20284,SAGUACHE,Kindergarten,Varicella,No Record,0,79,2017/2018
20285,SAGUACHE,Kindergarten,MMR,No Record,2.7,73,2018/2019
20286,SAGUACHE,Child Care/Preschool,PCV,Medical Exemption,0,180,2019/2020
20287,SAGUACHE,School,DTaP,Fully Immunized,87.8,872,2019/2020
20288,SAGUACHE,School,Polio,Medical Exemption,0.1,872,2019/2020
20289,SAGUACHE,Child Care/Preschool,Hib,Medical Exemption,0,176,2020/2021
20290,SAGUACHE,School,MMR,Fully Immunized,87.9,836,2020/2021
20291,SAGUACHE,Child Care/Preschool,,Summary Compliant,95.5,155,2021/2022
20292,SAGUACHE,School,Polio,In Process,0.9,849,2021/2022
20293,SAGUACHE,Child Care/Preschool,Polio,No Record,0,139,2022/2023
20294,SAGUACHE,Kindergarten,,Summary Compliant,98.6,73,2022/2023
20295,SAGUACHE,Kindergarten,Polio,Fully Immunized,95.9,73,2023/2024
20296,SAGUACHE,School,HepB,Fully Immunized,88.1,847,2023/2024
20297,SAN JUAN,Kindergarten,Polio,Fully Immunized,80,5,2017/2018
20298,SAN JUAN,Kindergarten,Varicella,Medical Exemption,0,5,2017/2018
20299,SAN JUAN,School,HepB,In Process,0,61,2017/2018
20300,SAN JUAN,School,MMR,Nonmedical Exemption,8.2,61,2017/2018
20301,SAN JUAN,School,Tdap,No Record,0,30,2017/2018
20302,SAN JUAN,Child Care/Preschool,HepB,Nonmedical Exemption,31.6,19,2019/2020
20303,SAN JUAN,Child Care/Preschool,PCV,Fully Immunized,78.9,19,2019/2020
20304,SAN JUAN,School,HepB,Medical Exemption,0,62,2019/2020
